date,site,day_of_week,is_weekend,is_peak_season,order_volume,core_staff,temp_staff,total_staff,temp_staff_ratio,absenteeism_pct,labor_hours,units_processed,throughput_per_labor_hour,backlog_units,defect_rate_pct,on_time_dispatch_pct,safety_incident,late_dispatch_risk
2024-04-02,LEEDS1,Tuesday,False,False,14308,225,55,280,0.196,4.53,2100.0,38040,18.11,72,2.05,97.48,0,0
2024-04-02,MANC2,Tuesday,False,False,13932,203,59,262,0.225,10.07,1965.0,30285,15.41,0,1.96,96.2,0,0
2024-04-02,PETE1,Tuesday,False,False,14669,208,26,234,0.111,5.44,1755.0,31571,17.99,236,2.4,95.78,0,0
2024-04-03,BIRM1,Wednesday,False,False,14559,167,18,185,0.097,4.77,1387.5,25437,18.33,0,2.14,96.32,0,0
2024-04-03,DONC3,Wednesday,False,False,13525,183,58,241,0.241,4.98,1807.5,26891,14.88,0,1.9,97.07,0,0
2024-04-03,LEEDS1,Wednesday,False,False,15037,225,47,272,0.173,7.53,2040.0,38304,18.78,195,1.85,96.69,0,0
2024-04-03,MANC2,Wednesday,False,False,14295,199,60,259,0.232,7.07,1942.5,32647,16.81,0,1.79,97.59,0,0
2024-04-03,PETE1,Wednesday,False,False,15825,204,47,251,0.187,8.36,1882.5,35017,18.6,0,1.86,96.36,0,0
2024-04-04,BIRM1,Thursday,False,False,13422,170,46,216,0.213,4.89,1620.0,26804,16.55,0,1.88,98.75,0,0
2024-04-04,DONC3,Thursday,False,False,11789,172,43,215,0.2,6.05,1612.5,26866,16.66,0,1.49,96.97,0,0
2024-04-04,LEEDS1,Thursday,False,False,14995,227,34,261,0.13,6.23,1957.5,35123,17.94,245,1.21,97.07,0,0
2024-04-04,MANC2,Thursday,False,False,13620,212,34,246,0.138,5.86,1845.0,29703,16.1,142,1.51,95.16,0,1
2024-04-04,PETE1,Thursday,False,False,14482,211,20,231,0.087,7.3,1732.5,31928,18.43,0,1.75,96.3,0,0
2024-04-05,BIRM1,Friday,False,False,14557,175,31,206,0.15,5.73,1545.0,26153,16.93,0,1.83,96.56,0,0
2024-04-05,DONC3,Friday,False,False,12720,172,23,195,0.118,7.88,1462.5,21284,14.55,53,1.96,95.98,0,0
2024-04-05,LEEDS1,Friday,False,False,14772,214,62,276,0.225,6.76,2070.0,36604,17.68,473,2.23,96.06,0,0
2024-04-05,MANC2,Friday,False,False,13117,203,40,243,0.165,6.27,1822.5,29224,16.04,0,1.58,97.4,0,0
2024-04-05,PETE1,Friday,False,False,15740,205,35,240,0.146,7.32,1800.0,36905,20.5,0,1.66,97.23,0,0
2024-04-06,BIRM1,Saturday,True,False,8638,173,32,205,0.156,6.17,1537.5,24993,16.26,33,1.12,97.23,0,0
2024-04-06,DONC3,Saturday,True,False,6386,175,47,222,0.212,5.82,1665.0,24229,14.55,0,1.52,98.08,0,0
2024-04-06,LEEDS1,Saturday,True,False,7728,218,42,260,0.162,6.06,1950.0,35000,17.95,0,2.15,96.08,0,0
2024-04-06,MANC2,Saturday,True,False,7686,211,52,263,0.198,4.93,1972.5,31271,15.85,338,2.17,97.02,0,0
2024-04-06,PETE1,Saturday,True,False,8337,211,66,277,0.238,6.07,2077.5,38110,18.34,654,2.73,94.13,0,1
2024-04-07,BIRM1,Sunday,True,False,8642,169,64,233,0.275,8.79,1747.5,30233,17.3,566,2.63,95.79,0,0
2024-04-07,DONC3,Sunday,True,False,6971,174,56,230,0.243,5.68,1725.0,26359,15.28,452,1.55,95.72,0,0
2024-04-07,LEEDS1,Sunday,True,False,8187,212,45,257,0.175,5.87,1927.5,36646,19.01,0,1.59,98.95,0,0
2024-04-07,MANC2,Sunday,True,False,7898,214,63,277,0.227,5.8,2077.5,34657,16.68,0,2.54,96.75,0,0
2024-04-07,PETE1,Sunday,True,False,8492,207,51,258,0.198,5.52,1935.0,35899,18.55,0,2.02,96.76,0,0
2024-04-08,BIRM1,Monday,False,False,13540,176,25,201,0.124,9.22,1507.5,25309,16.79,8,1.17,97.69,0,0
2024-04-08,DONC3,Monday,False,False,12711,174,39,213,0.183,8.25,1597.5,24912,15.59,219,1.79,97.36,0,0
2024-04-08,LEEDS1,Monday,False,False,13542,215,7,222,0.032,8.78,1665.0,31670,19.02,337,2.04,95.94,0,0
2024-04-08,MANC2,Monday,False,False,14065,198,43,241,0.178,7.13,1807.5,31162,17.24,60,1.84,97.85,0,0
2024-04-08,PETE1,Monday,False,False,15798,212,22,234,0.094,6.85,1755.0,30546,17.41,0,1.59,96.44,0,0
2024-04-09,BIRM1,Tuesday,False,False,15754,170,45,215,0.209,5.55,1612.5,26167,16.23,461,2.73,95.97,0,0
2024-04-09,DONC3,Tuesday,False,False,13385,173,64,237,0.27,6.39,1777.5,27020,15.2,227,2.42,96.74,0,0
2024-04-09,LEEDS1,Tuesday,False,False,13782,217,21,238,0.088,8.49,1785.0,32053,17.96,73,1.46,97.43,0,0
2024-04-09,MANC2,Tuesday,False,False,11956,208,21,229,0.092,7.5,1717.5,29714,17.3,0,1.49,98.13,0,0
2024-04-09,PETE1,Tuesday,False,False,14832,199,51,250,0.204,6.5,1875.0,36271,19.34,125,1.68,96.41,0,0
2024-04-10,BIRM1,Wednesday,False,False,13860,173,27,200,0.135,7.61,1500.0,25298,16.87,433,1.6,95.02,0,1
2024-04-10,DONC3,Wednesday,False,False,13000,178,23,201,0.114,8.29,1507.5,22473,14.91,0,2.1,97.5,0,0
2024-04-10,LEEDS1,Wednesday,False,False,13699,228,61,289,0.211,7.11,2167.5,37933,17.5,81,1.9,97.38,0,0
2024-04-10,MANC2,Wednesday,False,False,12689,203,21,224,0.094,6.86,1680.0,23714,14.12,0,1.82,97.73,0,0
2024-04-10,PETE1,Wednesday,False,False,14188,213,44,257,0.171,5.41,1927.5,37523,19.47,0,2.12,95.83,0,0
2024-04-11,BIRM1,Thursday,False,False,13566,179,32,211,0.152,4.09,1582.5,27811,17.57,0,1.46,96.6,0,0
2024-04-11,DONC3,Thursday,False,False,12380,184,43,227,0.189,7.22,1702.5,22205,13.04,0,0.81,96.95,0,0
2024-04-11,LEEDS1,Thursday,False,False,15278,213,25,238,0.105,6.89,1785.0,32436,18.17,213,1.66,98.13,0,0
2024-04-11,MANC2,Thursday,False,False,13704,202,41,243,0.169,5.46,1822.5,31255,17.15,0,1.56,95.64,0,0
2024-04-11,PETE1,Thursday,False,False,15679,211,21,232,0.091,6.83,1740.0,33703,19.37,112,1.74,96.82,0,0
2024-04-12,BIRM1,Friday,False,False,12413,175,32,207,0.155,5.01,1552.5,26449,17.04,0,1.98,97.59,0,0
2024-04-12,DONC3,Friday,False,False,12174,174,34,208,0.163,5.88,1560.0,24257,15.55,67,2.21,96.83,0,0
2024-04-12,LEEDS1,Friday,False,False,14159,216,67,283,0.237,5.61,2122.5,37115,17.49,0,2.25,95.84,0,0
2024-04-12,MANC2,Friday,False,False,13515,212,49,261,0.188,7.42,1957.5,31058,15.87,135,2.13,96.02,0,0
2024-04-12,PETE1,Friday,False,False,15296,204,38,242,0.157,7.61,1815.0,33340,18.37,0,1.22,99.47,0,0
2024-04-13,BIRM1,Saturday,True,False,8276,175,16,191,0.084,7.81,1432.5,21825,15.24,0,0.3,100.0,0,0
2024-04-13,DONC3,Saturday,True,False,5341,181,44,225,0.196,6.72,1687.5,25525,15.13,183,1.97,96.45,0,0
2024-04-13,LEEDS1,Saturday,True,False,8882,221,37,258,0.143,5.67,1935.0,32212,16.65,228,2.15,96.65,0,0
2024-04-13,MANC2,Saturday,True,False,5324,214,28,242,0.116,6.84,1815.0,29210,16.09,70,1.94,94.79,0,1
2024-04-13,PETE1,Saturday,True,False,10412,209,38,247,0.154,8.42,1852.5,34412,18.58,160,2.18,96.13,0,0
2024-04-14,BIRM1,Sunday,True,False,7872,175,26,201,0.129,5.49,1507.5,26140,17.34,0,1.52,97.47,0,0
2024-04-14,DONC3,Sunday,True,False,12968,173,34,207,0.164,4.22,1552.5,21553,13.88,0,2.1,93.05,0,1
2024-04-14,LEEDS1,Sunday,True,False,7311,216,39,255,0.153,9.38,1912.5,33719,17.63,157,2.54,95.1,0,1
2024-04-14,MANC2,Sunday,True,False,8228,201,37,238,0.155,8.45,1785.0,29434,16.49,0,1.91,94.91,0,1
2024-04-14,PETE1,Sunday,True,False,6863,202,49,251,0.195,7.16,1882.5,32727,17.39,40,2.4,96.66,0,0
2024-04-15,BIRM1,Monday,False,False,14408,170,22,192,0.115,8.03,1440.0,24965,17.34,0,1.8,96.05,0,0
2024-04-15,DONC3,Monday,False,False,12988,179,36,215,0.167,7.29,1612.5,26237,16.27,175,1.44,96.45,0,0
2024-04-15,LEEDS1,Monday,False,False,14730,214,37,251,0.147,7.12,1882.5,36233,19.25,192,1.6,97.34,0,0
2024-04-15,MANC2,Monday,False,False,12280,208,49,257,0.191,9.63,1927.5,31838,16.52,0,2.29,96.77,0,0
2024-04-15,PETE1,Monday,False,False,15668,205,70,275,0.255,7.28,2062.5,37986,18.42,51,2.49,96.48,0,0
2024-04-16,BIRM1,Tuesday,False,False,13676,170,28,198,0.141,5.71,1485.0,25684,17.3,156,2.05,97.01,0,0
2024-04-16,DONC3,Tuesday,False,False,14217,177,53,230,0.23,4.99,1725.0,23612,13.69,0,1.52,97.78,0,0
2024-04-16,LEEDS1,Tuesday,False,False,15819,213,53,266,0.199,8.67,1995.0,35450,17.77,118,2.24,95.73,0,0
2024-04-16,MANC2,Tuesday,False,False,13337,209,59,268,0.22,5.89,2010.0,30010,14.93,182,1.65,96.53,0,0
2024-04-16,PETE1,Tuesday,False,False,14460,201,23,224,0.103,6.22,1680.0,33254,19.79,26,1.77,97.01,0,0
2024-04-17,BIRM1,Wednesday,False,False,13322,169,33,202,0.163,6.05,1515.0,27065,17.86,0,1.88,96.96,0,0
2024-04-17,DONC3,Wednesday,False,False,12447,175,26,201,0.129,6.66,1507.5,23479,15.57,475,2.42,94.91,0,1
2024-04-17,LEEDS1,Wednesday,False,False,15571,227,41,268,0.153,7.64,2010.0,39021,19.41,0,2.43,96.51,0,0
2024-04-17,MANC2,Wednesday,False,False,13896,207,41,248,0.165,7.88,1860.0,28699,15.43,0,1.54,97.97,0,0
2024-04-17,PETE1,Wednesday,False,False,14508,207,51,258,0.198,5.22,1935.0,34141,17.64,0,1.21,97.5,0,0
2024-04-18,BIRM1,Thursday,False,False,13143,170,54,224,0.241,5.38,1680.0,28024,16.68,0,2.49,97.32,0,0
2024-04-18,DONC3,Thursday,False,False,12034,184,52,236,0.22,4.59,1770.0,25082,14.17,0,1.57,95.21,0,1
2024-04-18,LEEDS1,Thursday,False,False,14179,228,32,260,0.123,5.26,1950.0,34334,17.61,186,2.19,99.21,0,0
2024-04-18,MANC2,Thursday,False,False,13810,213,50,263,0.19,7.35,1972.5,32166,16.31,450,1.92,95.19,0,1
2024-04-18,PETE1,Thursday,False,False,13851,199,43,242,0.178,8.46,1815.0,33131,18.25,60,2.23,95.57,0,0
2024-04-19,BIRM1,Friday,False,False,14339,168,52,220,0.236,6.57,1650.0,25290,15.33,496,2.53,96.84,0,0
2024-04-19,DONC3,Friday,False,False,13968,183,8,191,0.042,7.21,1432.5,24160,16.87,101,1.8,96.35,0,0
2024-04-19,LEEDS1,Friday,False,False,14623,225,23,248,0.093,7.18,1860.0,33194,17.85,0,1.68,97.63,0,0
2024-04-19,MANC2,Friday,False,False,13823,206,47,253,0.186,4.68,1897.5,27966,14.74,0,1.97,98.54,0,0
2024-04-19,PETE1,Friday,False,False,16501,208,31,239,0.13,8.45,1792.5,33830,18.87,198,2.25,96.78,0,0
2024-04-20,BIRM1,Saturday,True,False,6673,174,31,205,0.151,5.3,1537.5,28644,18.63,174,1.83,96.06,0,0
2024-04-20,DONC3,Saturday,True,False,7507,183,63,246,0.256,5.06,1845.0,27294,14.79,0,2.43,97.1,0,0
2024-04-20,LEEDS1,Saturday,True,False,7104,230,18,248,0.073,4.63,1860.0,37009,19.9,0,2.17,94.92,0,1
2024-04-20,MANC2,Saturday,True,False,8010,207,20,227,0.088,7.12,1702.5,26097,15.33,354,1.78,95.6,0,0
2024-04-20,PETE1,Saturday,True,False,8376,203,45,248,0.181,4.87,1860.0,35499,19.09,0,1.91,98.61,0,0
2024-04-21,BIRM1,Sunday,True,False,7956,169,46,215,0.214,6.77,1612.5,27948,17.33,297,2.31,94.18,0,1
2024-04-21,DONC3,Sunday,True,False,6281,178,34,212,0.16,6.66,1590.0,24412,15.35,119,2.22,95.94,0,0
2024-04-21,LEEDS1,Sunday,True,False,7627,224,47,271,0.173,5.0,2032.5,35202,17.32,119,2.08,96.71,0,0
2024-04-21,MANC2,Sunday,True,False,7679,206,28,234,0.12,7.49,1755.0,26733,15.23,0,1.84,97.02,0,0
2024-04-21,PETE1,Sunday,True,False,9612,207,28,235,0.119,5.1,1762.5,34521,19.59,0,1.21,98.34,0,0
2024-04-22,BIRM1,Monday,False,False,14299,177,45,222,0.203,7.93,1665.0,29539,17.74,335,1.95,94.6,0,1
2024-04-22,DONC3,Monday,False,False,12548,176,27,203,0.133,8.28,1522.5,23272,15.29,0,1.78,97.74,0,0
2024-04-22,LEEDS1,Monday,False,False,14680,217,57,274,0.208,7.81,2055.0,37699,18.35,0,2.02,95.52,0,0
2024-04-22,MANC2,Monday,False,False,13542,199,37,236,0.157,8.68,1770.0,29204,16.5,303,1.83,98.94,0,0
2024-04-22,PETE1,Monday,False,False,25796,198,46,244,0.189,8.43,1830.0,33597,18.36,243,2.18,92.8,0,1
2024-04-23,BIRM1,Tuesday,False,False,13949,169,23,192,0.12,8.01,1440.0,25077,17.41,378,2.04,96.73,0,0
2024-04-23,DONC3,Tuesday,False,False,13061,178,45,223,0.202,6.94,1672.5,26097,15.6,0,1.36,97.78,0,0
2024-04-23,LEEDS1,Tuesday,False,False,14955,218,52,270,0.193,5.01,2025.0,35152,17.36,104,1.92,97.1,0,0
2024-04-23,MANC2,Tuesday,False,False,14481,206,9,215,0.042,6.61,1612.5,27170,16.85,0,1.36,97.87,0,0
2024-04-23,PETE1,Tuesday,False,False,13915,215,45,260,0.173,4.2,1950.0,39495,20.25,0,2.37,96.38,0,0
2024-04-24,BIRM1,Wednesday,False,False,14558,167,3,170,0.018,9.21,1275.0,22975,18.02,0,1.37,97.25,0,0
2024-04-24,DONC3,Wednesday,False,False,13162,182,27,209,0.129,7.63,1567.5,24757,15.79,140,2.58,96.48,0,0
2024-04-24,LEEDS1,Wednesday,False,False,14761,218,20,238,0.084,6.19,1785.0,34160,19.14,195,1.05,96.42,0,0
2024-04-24,MANC2,Wednesday,False,False,11991,209,46,255,0.18,6.51,1912.5,29403,15.37,0,2.03,97.04,0,0
2024-04-24,PETE1,Wednesday,False,False,15001,214,62,276,0.225,7.55,2070.0,41203,19.9,45,1.9,97.77,0,0
2024-04-25,BIRM1,Thursday,False,False,14185,179,47,226,0.208,6.51,1695.0,29641,17.49,188,2.26,95.37,0,0
2024-04-25,DONC3,Thursday,False,False,12854,173,57,230,0.248,6.19,1725.0,22679,13.15,0,2.53,95.82,0,0
2024-04-25,LEEDS1,Thursday,False,False,15117,221,52,273,0.19,7.97,2047.5,36590,17.87,129,2.36,96.42,0,0
2024-04-25,MANC2,Thursday,False,False,12847,200,74,274,0.27,6.22,2055.0,31769,15.46,239,2.4,96.33,0,0
2024-04-25,PETE1,Thursday,False,False,16517,215,26,241,0.108,5.96,1807.5,33502,18.53,458,1.96,95.46,0,0
2024-04-26,BIRM1,Friday,False,False,13444,172,46,218,0.211,7.37,1635.0,24460,14.96,307,2.58,92.79,0,1
2024-04-26,DONC3,Friday,False,False,13445,177,57,234,0.244,7.16,1755.0,25948,14.79,0,2.28,97.88,0,0
2024-04-26,LEEDS1,Friday,False,False,14643,222,39,261,0.149,6.34,1957.5,33315,17.02,0,1.9,96.2,0,0
2024-04-26,MANC2,Friday,False,False,13836,201,34,235,0.145,5.44,1762.5,30864,17.51,84,1.86,95.76,0,0
2024-04-26,PETE1,Friday,False,False,15009,214,52,266,0.195,6.57,1995.0,36039,18.06,0,1.69,97.06,0,0
2024-04-27,BIRM1,Saturday,True,False,8720,176,22,198,0.111,5.49,1485.0,26683,17.97,0,2.07,95.6,0,0
2024-04-27,DONC3,Saturday,True,False,7342,176,29,205,0.141,8.34,1537.5,24295,15.8,60,1.61,97.44,0,0
2024-04-27,LEEDS1,Saturday,True,False,8092,228,42,270,0.156,7.04,2025.0,37616,18.58,0,2.58,96.04,0,0
2024-04-27,MANC2,Saturday,True,False,7714,211,34,245,0.139,6.2,1837.5,28650,15.59,20,1.26,98.43,0,0
2024-04-27,PETE1,Saturday,True,False,7290,206,57,263,0.217,6.12,1972.5,37714,19.12,0,1.83,95.54,0,0
2024-04-28,BIRM1,Sunday,True,False,8545,179,32,211,0.152,8.05,1582.5,26443,16.71,90,2.51,95.98,0,0
2024-04-28,DONC3,Sunday,True,False,6596,183,39,222,0.176,5.51,1665.0,26099,15.67,307,1.83,96.82,0,0
2024-04-28,LEEDS1,Sunday,True,False,8972,216,24,240,0.1,6.83,1800.0,31535,17.52,322,1.68,97.05,0,0
2024-04-28,MANC2,Sunday,True,False,8810,205,54,259,0.208,7.43,1942.5,30583,15.74,0,1.4,98.31,0,0
2024-04-28,PETE1,Sunday,True,False,7237,207,41,248,0.165,4.74,1860.0,34778,18.7,101,2.12,96.68,0,0
2024-04-29,BIRM1,Monday,False,False,13853,178,44,222,0.198,9.2,1665.0,28901,17.36,0,1.2,97.06,0,0
2024-04-29,DONC3,Monday,False,False,12377,184,23,207,0.111,8.01,1552.5,23648,15.23,0,1.69,96.43,1,0
2024-04-29,LEEDS1,Monday,False,False,13966,223,39,262,0.149,10.4,1965.0,34912,17.77,315,2.35,97.1,0,0
2024-04-29,MANC2,Monday,False,False,12042,203,31,234,0.132,8.29,1755.0,25664,14.62,0,2.65,94.77,0,1
2024-04-29,PETE1,Monday,False,False,14451,202,2,204,0.01,7.88,1530.0,29629,19.37,0,0.85,98.8,0,0
2024-04-30,BIRM1,Tuesday,False,False,12344,175,40,215,0.186,5.22,1612.5,26605,16.5,0,2.04,97.03,0,0
2024-04-30,DONC3,Tuesday,False,False,13089,181,37,218,0.17,6.11,1635.0,23312,14.26,0,2.59,96.45,0,0
2024-04-30,LEEDS1,Tuesday,False,False,16007,214,22,236,0.093,7.71,1770.0,31535,17.82,102,2.16,96.97,0,0
2024-04-30,MANC2,Tuesday,False,False,12956,209,69,278,0.248,7.06,2085.0,36366,17.44,0,1.52,97.82,0,0
2024-04-30,PETE1,Tuesday,False,False,16081,208,43,251,0.171,6.09,1882.5,37679,20.02,575,2.24,96.16,0,0
2024-05-01,BIRM1,Wednesday,False,False,13611,175,49,224,0.219,4.59,1680.0,25622,15.25,0,2.06,96.97,0,0
2024-05-01,DONC3,Wednesday,False,False,13219,177,69,246,0.28,5.29,1845.0,26174,14.19,0,1.82,96.79,0,0
2024-05-01,LEEDS1,Wednesday,False,False,14984,226,55,281,0.196,7.18,2107.5,36565,17.35,413,2.07,96.14,0,0
2024-05-01,MANC2,Wednesday,False,False,14164,198,60,258,0.233,5.45,1935.0,33449,17.29,0,1.96,95.71,0,0
2024-05-01,PETE1,Wednesday,False,False,16249,203,48,251,0.191,7.02,1882.5,37543,19.94,0,2.35,96.26,0,0
2024-05-02,BIRM1,Thursday,False,False,14660,174,47,221,0.213,7.34,1657.5,28574,17.24,0,2.22,95.71,0,0
2024-05-02,DONC3,Thursday,False,False,12159,177,61,238,0.256,8.24,1785.0,25752,14.43,0,2.72,96.74,0,0
2024-05-02,LEEDS1,Thursday,False,False,24881,219,18,237,0.076,5.44,1777.5,34615,19.47,0,1.34,93.0,0,1
2024-05-02,MANC2,Thursday,False,False,13169,199,47,246,0.191,,1845.0,27486,14.9,0,1.62,96.85,0,0
2024-05-02,PETE1,Thursday,False,False,14872,211,21,232,0.091,7.2,1740.0,33099,19.02,138,1.47,96.01,0,0
2024-05-03,BIRM1,Friday,False,False,14532,168,38,206,0.184,8.08,1545.0,26106,16.9,0,1.97,97.53,0,0
2024-05-03,DONC3,Friday,False,False,12910,180,16,196,0.082,7.02,1470.0,21025,14.3,377,1.16,97.61,0,0
2024-05-03,LEEDS1,Friday,False,False,14219,221,56,277,0.202,8.34,2077.5,37967,18.28,0,0.91,99.97,0,0
2024-05-03,MANC2,Friday,False,False,13413,207,42,249,0.169,6.39,1867.5,27833,14.9,0,1.06,95.88,0,0
2024-05-03,PETE1,Friday,False,False,14742,201,16,217,0.074,5.0,1627.5,30781,18.91,302,1.65,95.16,0,1
2024-05-04,BIRM1,Saturday,True,False,7676,174,43,217,0.198,7.38,1627.5,28238,17.35,518,2.49,95.49,0,0
2024-05-04,DONC3,Saturday,True,False,5635,179,40,219,0.183,7.56,1642.5,23940,14.58,0,1.54,98.79,0,0
2024-05-04,LEEDS1,Saturday,True,False,6973,223,15,238,0.063,9.29,1785.0,33270,18.64,204,1.77,96.35,0,0
2024-05-04,MANC2,Saturday,True,False,7528,212,38,250,0.152,5.2,1875.0,29709,15.85,360,1.74,96.42,0,0
2024-05-04,PETE1,Saturday,True,False,8695,199,53,252,0.21,7.72,1890.0,34682,18.35,205,2.22,95.91,0,0
2024-05-05,BIRM1,Sunday,True,False,8038,177,16,193,0.083,5.91,1447.5,25507,17.62,34,1.44,97.05,0,0
2024-05-05,DONC3,Sunday,True,False,8002,181,53,234,0.226,5.86,1755.0,26863,15.31,0,3.17,95.75,0,0
2024-05-05,LEEDS1,Sunday,True,False,8399,214,37,251,0.147,7.16,1882.5,30972,16.45,0,1.32,96.21,0,0
2024-05-05,MANC2,Sunday,True,False,8154,206,37,243,0.152,3.4,1822.5,28330,15.54,39,2.21,96.14,0,0
2024-05-05,PETE1,Sunday,True,False,8559,205,63,268,0.235,6.79,2010.0,36905,18.36,0,1.53,95.78,0,0
2024-05-06,BIRM1,Monday,False,False,13532,168,34,202,0.168,7.48,1515.0,23363,15.42,90,2.11,97.96,0,0
2024-05-06,DONC3,Monday,False,False,13243,172,41,213,0.192,8.56,1597.5,21062,13.18,253,2.0,95.86,0,0
2024-05-06,LEEDS1,Monday,False,False,15435,225,16,241,0.066,7.28,1807.5,30538,16.9,0,1.37,96.3,0,0
2024-05-06,MANC2,Monday,False,False,14845,203,55,258,0.213,5.18,1935.0,30141,15.58,222,2.06,96.07,0,0
2024-05-06,PETE1,Monday,False,False,16876,210,48,258,0.186,5.76,1935.0,36806,19.02,0,1.45,98.01,0,0
2024-05-07,BIRM1,Tuesday,False,False,14688,173,52,225,0.231,6.86,1687.5,28755,17.04,0,2.37,96.46,0,0
2024-05-07,DONC3,Tuesday,False,False,13692,182,60,242,0.248,4.62,1815.0,24912,13.73,0,1.45,96.78,0,0
2024-05-07,LEEDS1,Tuesday,False,False,15141,217,42,259,0.162,5.38,1942.5,34639,17.83,166,1.96,97.85,0,0
2024-05-07,MANC2,Tuesday,False,False,14903,200,43,243,0.177,8.49,1822.5,28397,15.58,246,1.58,95.37,0,0
2024-05-07,PETE1,Tuesday,False,False,15526,209,50,259,0.193,5.39,1942.5,34735,17.88,269,1.73,98.21,0,0
2024-05-08,BIRM1,Wednesday,False,False,14133,174,54,228,0.237,6.91,1710.0,28872,16.88,18,2.05,94.46,0,1
2024-05-08,DONC3,Wednesday,False,False,12622,181,40,221,0.181,7.73,1657.5,23785,14.35,35,1.59,95.6,0,0
2024-05-08,LEEDS1,Wednesday,False,False,14798,227,48,275,0.175,6.16,2062.5,37261,18.07,150,1.38,98.18,0,0
2024-05-08,MANC2,Wednesday,False,False,13663,206,59,265,0.223,7.51,1987.5,32989,16.6,5,2.25,96.77,0,0
2024-05-08,PETE1,Wednesday,False,False,14934,211,32,243,0.132,8.97,1822.5,36670,20.12,182,1.94,96.81,0,0
2024-05-09,BIRM1,Thursday,False,False,13268,173,15,188,0.08,5.87,1410.0,23530,16.69,176,1.87,95.9,0,0
2024-05-09,DONC3,Thursday,False,False,13395,179,61,240,0.254,7.73,1800.0,28074,15.6,28,2.47,97.54,0,0
2024-05-09,LEEDS1,Thursday,False,False,14459,217,51,268,0.19,5.66,2010.0,35111,17.47,374,1.82,96.58,0,0
2024-05-09,MANC2,Thursday,False,False,13318,201,68,269,0.253,5.25,2017.5,33227,16.47,0,1.77,96.45,0,0
2024-05-09,PETE1,Thursday,False,False,14160,202,31,233,0.133,6.13,1747.5,32833,18.79,200,1.7,96.64,0,0
2024-05-10,BIRM1,Friday,False,False,13561,178,43,221,0.195,8.6,1657.5,25892,15.62,286,1.86,95.48,0,0
2024-05-10,DONC3,Friday,False,False,12333,176,54,230,0.235,3.19,1725.0,28122,16.3,0,1.23,97.2,0,0
2024-05-10,LEEDS1,Friday,False,False,13750,226,44,270,0.163,6.08,2025.0,36784,18.16,367,2.64,94.04,0,1
2024-05-10,MANC2,Friday,False,False,15100,205,12,217,0.055,4.98,1627.5,29239,17.97,320,1.78,96.37,0,0
2024-05-10,PETE1,Friday,False,False,16640,200,67,267,0.251,7.82,2002.5,35616,17.79,203,2.19,97.42,0,0
2024-05-11,BIRM1,Saturday,True,False,8754,172,35,207,0.169,5.8,1552.5,30124,19.4,0,2.21,95.28,0,0
2024-05-11,DONC3,Saturday,True,False,7166,182,45,227,0.198,7.65,1702.5,25331,14.88,171,2.21,95.55,0,0
2024-05-11,LEEDS1,Saturday,True,False,8299,215,44,259,0.17,6.5,1942.5,33222,17.1,492,2.76,94.72,0,1
2024-05-11,MANC2,Saturday,True,False,7089,205,39,244,0.16,6.56,1830.0,26651,14.56,371,1.62,95.39,0,0
2024-05-11,PETE1,Saturday,True,False,7444,201,41,242,0.169,,1815.0,33489,18.45,0,1.51,96.44,0,0
2024-05-12,BIRM1,Sunday,True,False,7652,170,24,194,0.124,7.49,1455.0,24706,16.98,0,1.63,98.32,0,0
2024-05-12,DONC3,Sunday,True,False,5529,178,73,251,0.291,6.39,1882.5,26863,14.27,68,1.97,97.08,0,0
2024-05-12,LEEDS1,Sunday,True,False,8540,217,64,281,0.228,5.18,2107.5,35818,17.0,0,1.92,96.01,0,0
2024-05-12,MANC2,Sunday,True,False,7339,212,47,259,0.181,6.24,1942.5,31257,16.09,173,2.09,96.11,0,0
2024-05-12,PETE1,Sunday,True,False,9130,214,57,271,0.21,5.98,2032.5,36202,17.81,0,1.66,96.96,0,0
2024-05-13,BIRM1,Monday,False,False,13804,173,36,209,0.172,6.04,1567.5,26325,16.79,583,2.59,94.78,0,1
2024-05-13,DONC3,Monday,False,False,12684,173,61,234,0.261,8.98,1755.0,25656,14.62,0,1.75,95.24,0,0
2024-05-13,LEEDS1,Monday,False,False,14727,224,55,279,0.197,8.13,2092.5,33334,15.93,112,2.45,94.92,0,1
2024-05-13,MANC2,Monday,False,False,12560,207,23,230,0.1,8.47,1725.0,28115,16.3,337,1.55,97.92,0,0
2024-05-13,PETE1,Monday,False,False,14476,212,42,254,0.165,7.77,1905.0,34072,17.89,0,1.77,97.28,0,0
2024-05-14,BIRM1,Tuesday,False,False,13402,175,38,213,0.178,8.06,1597.5,25688,16.08,0,1.82,95.52,0,0
2024-05-14,DONC3,Tuesday,False,False,12235,175,22,197,0.112,7.3,1477.5,22246,15.06,0,1.48,97.19,0,0
2024-05-14,LEEDS1,Tuesday,False,False,16038,221,46,267,0.172,6.62,2002.5,34409,17.18,0,2.05,95.74,0,0
2024-05-14,MANC2,Tuesday,False,False,13724,199,41,240,0.171,5.88,1800.0,30594,17.0,132,2.53,95.74,0,0
2024-05-14,PETE1,Tuesday,False,False,15409,205,33,238,0.139,7.41,1785.0,31506,17.65,0,1.01,97.66,0,0
2024-05-15,BIRM1,Wednesday,False,False,15412,176,25,201,0.124,7.35,1507.5,26233,17.4,83,1.66,96.38,0,0
